SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,Scientific.aou,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass_Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
6962,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza turdina,Chamaeza turdina,Schwartz's Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,98.83,GenAvg,0,,
6963,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza meruloides,Chamaeza meruloides,Such's Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,69,Dunning08,1,,
6964,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza ruficauda,Chamaeza ruficauda,Rufous-tailed Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,71.2,Dunning08,1,,
6965,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza mollissima,Chamaeza mollissima,Barred Antthrush,70,0,0,0,30,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,72,Dunning08,1,,
6966,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Pittasoma michleri,Pittasoma michleri,Black-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,109,Dunning08,1,,
6967,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Pittasoma rufopileatum,Pittasoma rufopileatum,Rufous-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,96.5,Dunning08,1,,
6968,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria squamigera,Grallaria squamigera,Undulated Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,136,Dunning08,1,,
6970,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria gigantea,Grallaria gigantea,Giant Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,236,Dunning08,1,,
6974,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria excelsa,Grallaria excelsa,Great Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,240.8,Dunning08,1,,
6975,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria varia,Grallaria varia,Variegated Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,119,Dunning08,1,,
6979,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria guatimalensis,Grallaria guatimalensis,Scaled Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,94.2,Dunning08,1,,
6980,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria alleni,Grallaria alleni,Moustached Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,70.5,Dunning08,1,,
6981,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria chthonia,Grallaria chthonia,Tachira Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,85.54,GenAvg,0,,
6982,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria haplonota,Grallaria haplonota,Plain-backed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,85,Dunning08,1,,
6983,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria dignissima,Grallaria dignissima,Ochre-striped Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,110,Dunning08,1,,
6984,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria eludens,Grallaria eludens,Elusive Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,115,Dunning08,1,,
6985,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria kaestneri,Grallaria kaestneri,Cundinamarca Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,47.5,Dunning08,1,,
6986,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria bangsi,Grallaria bangsi,Santa Marta Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,62,Dunning08,1,,
6987,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria ruficapilla,Grallaria ruficapilla,Chestnut-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,82.67,Dunning08,1,,
6988,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria watkinsi,Grallaria watkinsi,Watkins's Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,69.79,Dunning08,1,,
6989,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria andicolus,Grallaria andicolus,Stripe-headed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,70,30,0,0,0,0,Ref_8,1,Jessica,0,56.28,Dunning08,1,,
6990,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria rufocinerea,Grallaria rufocinerea,Bicoloured Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,44.8,Dunning08,1,,
6991,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria nuchalis,Grallaria nuchalis,Chestnut-naped Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,117,Dunning08,1,,
6992,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria carrikeri,Grallaria carrikeri,Pale-billed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,109.1,Dunning08,1,,
6993,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria albigula,Grallaria albigula,White-throated Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,95,Dunning08,1,,
6994,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria flavotincta,Grallaria flavotincta,Yellow-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,63,Dunning08,1,,
6995,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria hypoleuca,Grallaria hypoleuca,White-bellied Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,73.7,Dunning08,1,,
6997,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria przewalskii,Grallaria przewalskii,Rusty-tinged Antpitta,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,65.2,Dunning08,1,,
6998,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria capitalis,Grallaria capitalis,Bay Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,73.7,Dunning08,1,,
6999,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria erythroleuca,Grallaria erythroleuca,Red-and-white Antpitta,90,0,0,0,0,0,0,0,0,10,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,80,Dunning08,1,,
7000,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria griseonucha,Grallaria griseonucha,Grey-naped Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,85.54,GenAvg,0,,
7001,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria rufula,Grallaria rufula,Rufous Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,35.7,Dunning08,1,,
7003,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria blakei,Grallaria blakei,Chestnut Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,42.26,Dunning08,1,,
7004,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria erythrotis,Grallaria erythrotis,Rufous-faced Antpitta,90,0,0,0,0,0,0,0,10,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,57,Dunning08,1,,
7005,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria quitensis,Grallaria quitensis,Tawny Antpitta,80,0,10,0,0,0,10,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,65.7,Dunning08,1,,
7006,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria milleri,Grallaria milleri,Brown-banded Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,52.5,Dunning08,1,,
7007,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus perspicillatus,Hylopezus perspicillatus,Spectacled Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,43,Dunning08,1,,
7008,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus macularius,Hylopezus macularius,Spotted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,44.2,Dunning08,1,,
7009,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus dives,Hylopezus dives,Thicket Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,44,Dunning08,1,,
7010,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus fulviventris,Hylopezus fulviventris,White-lored Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,41,Dunning08,1,,
7011,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus berlepschi,Hylopezus berlepschi,Amazonian Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,48,Dunning08,1,,
7012,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus ochroleucus,Hylopezus ochroleucus,White-browed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,28,Dunning08,1,,
7013,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus nattereri,Hylopezus nattereri,Speckle-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,32,Dunning08,1,,
7014,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Myrmothera campanisona,Myrmothera campanisona,Thrush-like Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,47,Dunning08,1,,
7015,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Myrmothera simplex,Myrmothera simplex,Brown-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,52.4,Dunning08,1,,
7016,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula flavirostris,Grallaricula flavirostris,Ochre-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,17.7,Dunning08,1,,
7017,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula ferrugineipectus,Grallaricula ferrugineipectus,Rusty-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,17.2,Dunning08,1,,
7018,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula nana,Grallaricula nana,Slate-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,0,80,20,0,0,0,Ref_8,1,Jessica,0,19.8,Dunning08,1,,
7019,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula loricata,Grallaricula loricata,Scallop-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,50,50,0,0,0,0,Ref_8,1,Jessica,0,20.7,Dunning08,1,,
7020,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula peruviana,Grallaricula peruviana,Peruvian Antpitta,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,70,20,10,0,0,0,Genus,0,Walter,0,18.8,Dunning08,1,,
7021,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula ochraceifrons,Grallaricula ochraceifrons,Ochre-fronted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,70,20,10,0,0,0,Genus,0,Walter,0,23.14,Dunning08,1,,
7022,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula lineifrons,Grallaricula lineifrons,Crescent-faced Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,50,50,0,0,0,0,Ref_8,1,Jessica,0,21.1,Dunning08,1,,
7023,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula cucullata,Grallaricula cucullata,Hooded Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,50,50,0,0,0,0,Ref_8,1,Jessica,0,18.18,GenAvg,0,,
7026,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga lineata,Conopophaga lineata,Rufous Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,25.21,Dunning08,1,,
7027,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga aurita,Conopophaga aurita,Chestnut-belted Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,26.3,Dunning08,1,,
7028,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga roberti,Conopophaga roberti,Hooded Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,20.8,Dunning08,1,,
7029,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga peruviana,Conopophaga peruviana,Ash-throated Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,23,Dunning08,1,,
7030,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga ardesiaca,Conopophaga ardesiaca,Slaty Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,26.3,Dunning08,1,,
7031,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga castaneiceps,Conopophaga castaneiceps,Chestnut-crowned Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,27,Dunning08,1,,
7032,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga melanops,Conopophaga melanops,Black-cheeked Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,20.1,Dunning08,1,,
7033,Passeriformes,Passeriformes,Conopophagidae,Gnateaters,107,BL3,Conopophaga melanogaster,Conopophaga melanogaster,Black-bellied Gnateater,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,42.5,Dunning08,1,,
7039,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Pteroptochos tarnii,Pteroptochos tarnii,Black-throated Huet-huet,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,147,Dunning08,1,,
7040,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Pteroptochos castaneus,Pteroptochos castaneus,Chestnut-throated Huet-huet,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,160.58,Dunning08,1,,
7042,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Pteroptochos megapodius,Pteroptochos megapodius,Moustached Turca,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,114,Dunning08,1,,
7043,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scelorchilus albicollis,Scelorchilus albicollis,White-throated Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,47.28,Dunning08,1,,
7044,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scelorchilus rubecula,Scelorchilus rubecula,Chucao Tapaculo,60,0,0,0,0,0,0,0,40,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,56.69,Dunning08,1,,
7045,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Rhinocrypta lanceolata,Rhinocrypta lanceolata,Crested Gallito,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,61.9,Dunning08,1,,
7046,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Teledromas fuscus,Teledromas fuscus,Sandy Gallito,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,37.9,Dunning08,1,,
7047,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Liosceles thoracicus,Liosceles thoracicus,Rusty-belted Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,40.47,Dunning08,1,,
7048,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Psilorhamphus guttatus,Psilorhamphus guttatus,Spotted Bamboowren,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,10,60,30,0,0,0,Ref_8,1,Jessica,0,11.3,Dunning08,1,,
7049,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Merulaxis ater,Merulaxis ater,Slaty Bristlefront,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,35.03,Dunning08,1,,
7050,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Merulaxis stresemanni,Merulaxis stresemanni,Stresemann's Bristlefront,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,37,GenAvg,0,,
7051,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Eugralla paradoxa,Eugralla paradoxa,Ochre-flanked Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,44,Dunning08,1,,
7052,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Myornis senilis,Myornis senilis,Ash-coloured Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,0,80,20,0,0,0,Ref_8,1,Jessica,0,21.2,Dunning08,1,,
7053,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Melanopareia torquata,Melanopareia torquata,Collared Crescentchest,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,17.2,Dunning08,1,,
7054,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Melanopareia maximiliani,Melanopareia maximiliani,Olive-crowned Crescentchest,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,18,Dunning08,1,,
7055,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Melanopareia elegans,Melanopareia elegans,Elegant Crescentchest,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,16,Dunning08,1,,
7057,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Melanopareia maranonica,Melanopareia maranonica,Maranon Crescentchest,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,23,Dunning08,1,,
7061,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scytalopus unicolor,Scytalopus unicolor,Unicoloured Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,50,30,20,0,0,0,Genus,0,Walter,0,17.62,Dunning08,1,,
7064,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scytalopus parvirostris,Scytalopus parvirostris,Trilling Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,50,30,20,0,0,0,Genus,0,Walter,0,17.75,Dunning08,1,,
7065,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scytalopus macropus,Scytalopus macropus,Large-footed Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,50,30,20,0,0,0,Genus,0,Walter,0,37.09,Dunning08,1,,
7067,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scytalopus femoralis,Scytalopus femoralis,Rufous-vented Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,50,30,20,0,0,0,Genus,0,Walter,0,23.2,Dunning08,1,,
7068,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scytalopus micropterus,Scytalopus micropterus,Long-tailed Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,29.7,Dunning08,1,,
7069,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scytalopus bolivianus,Scytalopus bolivianus,Bolivian Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,50,30,20,0,0,0,Genus,0,Walter,0,20.8,Dunning08,1,,
7070,Passeriformes,Passeriformes,Rhinocryptidae,Tapaculos,108,BL3,Scytalopus atratus,Scytalopus atratus,White-crowned Tapaculo,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,25.74,Dunning08,1,,
