Seq,AOU,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Genus,Species
176,3875,unid. Yellow-billed Cuckoo / Black-billed Cuckoo,unid Coulicou ‡ bec jaune / Coulicou ‡ bec noir,Coccyzus americanus / erythropthalmus,Cuculiformes,Cuculidae,Coccyzus,americanus / erythropthalmus
175,3880,Black-billed Cuckoo,Coulicou ‡ bec noir,Coccyzus erythropthalmus,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus
703,3890,Elegant Trogon,Trogon ÈlÈgant,Trogon elegans,Trogoniformes,Trogonidae,Trogon,elegans
717,3900,Belted Kingfisher,Martin-pÍcheur d'AmÈrique,Megaceryle alcyon,Coraciiformes,Alcedinidae,Megaceryle,alcyon
716,3901,Ringed Kingfisher,Martin-pÍcheur ‡ ventre roux,Megaceryle torquata,Coraciiformes,Alcedinidae,Megaceryle,torquata
719,3910,Green Kingfisher,Martin-pÍcheur vert,Chloroceryle americana,Coraciiformes,Alcedinidae,Chloroceryle,americana
766,3920,unid. woodpecker,unid Pic sp.,Woodpecker sp.,Piciformes,Picidae,Woodpecker,sp.
750,3930,Hairy Woodpecker,Pic chevelu,Dryobates villosus,Piciformes,Picidae,Dryobates,villosus
746,3940,Downy Woodpecker,Pic mineur,Dryobates pubescens,Piciformes,Picidae,Dryobates,pubescens
749,3950,Red-cockaded Woodpecker,Pic ‡ face blanche,Dryobates borealis,Piciformes,Picidae,Dryobates,borealis
748,3960,Ladder-backed Woodpecker,Pic arlequin,Dryobates scalaris,Piciformes,Picidae,Dryobates,scalaris
747,3970,Nuttall's Woodpecker,Pic de Nuttall,Dryobates nuttallii,Piciformes,Picidae,Dryobates,nuttallii
753,3975,Arizona Woodpecker,Pic d'Arizona,Dryobates arizonae,Piciformes,Picidae,Dryobates,arizonae
751,3990,White-headed Woodpecker,Pic ‡ tÍte blanche,Dryobates albolarvatus,Piciformes,Picidae,Dryobates,albolarvatus
744,4000,Black-backed Woodpecker,Pic ‡ dos noir,Picoides arcticus,Piciformes,Picidae,Picoides,arcticus
743,4010,American Three-toed Woodpecker,Pic ‡ dos rayÈ,Picoides dorsalis,Piciformes,Picidae,Picoides,dorsalis
739,4020,Yellow-bellied Sapsucker,Pic maculÈ,Sphyrapicus varius,Piciformes,Picidae,Sphyrapicus,varius
740,4021,Red-naped Sapsucker,Pic ‡ nuque rouge,Sphyrapicus nuchalis,Piciformes,Picidae,Sphyrapicus,nuchalis
742,4022,unid. sapsucker,unid Sphyrapicus sp.,Sphyrapicus sp.,Piciformes,Picidae,Sphyrapicus,sp.
741,4030,Red-breasted Sapsucker,Pic ‡ poitrine rouge,Sphyrapicus ruber,Piciformes,Picidae,Sphyrapicus,ruber
738,4040,Williamson's Sapsucker,Pic de Williamson,Sphyrapicus thyroideus,Piciformes,Picidae,Sphyrapicus,thyroideus
764,4050,Pileated Woodpecker,Grand Pic,Dryocopus pileatus,Piciformes,Picidae,Dryocopus,pileatus
729,4060,Red-headed Woodpecker,Pic ‡ tÍte rouge,Melanerpes erythrocephalus,Piciformes,Picidae,Melanerpes,erythrocephalus
730,4070,Acorn Woodpecker,Pic glandivore,Melanerpes formicivorus,Piciformes,Picidae,Melanerpes,formicivorus
728,4080,Lewis's Woodpecker,Pic de Lewis,Melanerpes lewis,Piciformes,Picidae,Melanerpes,lewis
737,4090,Red-bellied Woodpecker,Pic ‡ ventre roux,Melanerpes carolinus,Piciformes,Picidae,Melanerpes,carolinus
736,4100,Golden-fronted Woodpecker,Pic ‡ front dorÈ,Melanerpes aurifrons,Piciformes,Picidae,Melanerpes,aurifrons
735,4110,Gila Woodpecker,Pic des saguaros,Melanerpes uropygialis,Piciformes,Picidae,Melanerpes,uropygialis
758,4120,(Yellow-shafted Flicker) Northern Flicker,Pic flamboyant (groupe auratus),Colaptes auratus auratus,Piciformes,Picidae,Colaptes,auratus auratus
757,4123,(unid. Red/Yellow Shafted) Northern Flicker,Pic flamboyant (groupe non identifiÈ),Colaptes auratus,Piciformes,Picidae,Colaptes,auratus
760,4125,hybrid Northern Flicker (Red x Yellow-shafted),hybride Pic flamboyant (cafer x auratus),Colaptes auratus auratus x auratus cafer,Piciformes,Picidae,Colaptes,auratus auratus x auratus cafer
759,4130,(Red-shafted Flicker) Northern Flicker,Pic flamboyant (groupe cafer),Colaptes auratus cafer,Piciformes,Picidae,Colaptes,auratus cafer
761,4140,Gilded Flicker,Pic chrysoÔde,Colaptes chrysoides,Piciformes,Picidae,Colaptes,chrysoides
187,4160,Chuck-will's-widow,Engoulevent de Caroline,Antrostomus carolinensis,Caprimulgiformes,Caprimulgidae,Antrostomus,carolinensis
191,4171,Eastern Whip-poor-will,Engoulevent bois-pourri,Antrostomus vociferus,Caprimulgiformes,Caprimulgidae,Antrostomus,vociferus
192,4172,Mexican Whip-poor-will,Engoulevent d'Arizona,Antrostomus arizonae,Caprimulgiformes,Caprimulgidae,Antrostomus,arizonae
184,4180,Common Poorwill,Engoulevent de Nuttall,Phalaenoptilus nuttallii,Caprimulgiformes,Caprimulgidae,Phalaenoptilus,nuttallii
183,4190,Common Pauraque,Engoulevent pauraquÈ,Nyctidromus albicollis,Caprimulgiformes,Caprimulgidae,Nyctidromus,albicollis
179,4200,Common Nighthawk,Engoulevent d'AmÈrique,Chordeiles minor,Caprimulgiformes,Caprimulgidae,Chordeiles,minor
180,4201,Antillean Nighthawk,Engoulevent piramidig,Chordeiles gundlachii,Caprimulgiformes,Caprimulgidae,Chordeiles,gundlachii
181,4205,unid. Lesser Nighthawk / Common Nighthawk,unid Engoulevent minime / Engoulevent d'AmÈrique,Chordeiles acutipennis / minor,Caprimulgiformes,Caprimulgidae,Chordeiles,acutipennis / minor
182,4206,unid. Common Nighthawk / Antillean Nighthawk,unid Engoulevent d'AmÈrique / piramidig,Chordeiles minor / gundlachii,Caprimulgiformes,Caprimulgidae,Chordeiles,minor / gundlachii
178,4210,Lesser Nighthawk,Engoulevent minime,Chordeiles acutipennis,Caprimulgiformes,Caprimulgidae,Chordeiles,acutipennis
197,4220,Black Swift,Martinet sombre,Cypseloides niger,Apodiformes,Apodidae,Cypseloides,niger
202,4230,Chimney Swift,Martinet ramoneur,Chaetura pelagica,Apodiformes,Apodidae,Chaetura,pelagica
203,4240,Vaux's Swift,Martinet de Vaux,Chaetura vauxi,Apodiformes,Apodidae,Chaetura,vauxi
207,4250,White-throated Swift,Martinet ‡ gorge blanche,Aeronautes saxatalis,Apodiformes,Apodidae,Aeronautes,saxatalis
220,4260,Rivoli's Hummingbird,Colibri de Rivoli,Eugenes fulgens,Apodiformes,Trochilidae,Eugenes,fulgens
225,4270,Blue-throated Mountain-gem,Colibri ‡ gorge bleue,Lampornis clemenciae,Apodiformes,Trochilidae,Lampornis,clemenciae
232,4280,Ruby-throated Hummingbird,Colibri ‡ gorge rubis,Archilochus colubris,Apodiformes,Trochilidae,Archilochus,colubris
233,4290,Black-chinned Hummingbird,Colibri ‡ gorge noire,Archilochus alexandri,Apodiformes,Trochilidae,Archilochus,alexandri
234,4295,unid. Ruby-throated / Black-chinned Hummingbird,unid Colibri ‡ gorge rubis / Colibri ‡ gorge noire,Archilochus colubris / alexandri,Apodiformes,Trochilidae,Archilochus,colubris / alexandri
237,4300,Costa's Hummingbird,Colibri de Costa,Calypte costae,Apodiformes,Trochilidae,Calypte,costae
236,4310,Anna's Hummingbird,Colibri d'Anna,Calypte anna,Apodiformes,Trochilidae,Calypte,anna
240,4320,Broad-tailed Hummingbird,Colibri ‡ queue large,Selasphorus platycercus,Apodiformes,Trochilidae,Selasphorus,platycercus
241,4330,Rufous Hummingbird,Colibri roux,Selasphorus rufus,Apodiformes,Trochilidae,Selasphorus,rufus
243,4335,unid. Rufous Hummingbird / Allen's Hummingbird,unid Colibri roux / Colibri d'Allen,Selasphorus rufus / sasin,Apodiformes,Trochilidae,Selasphorus,rufus / sasin
242,4340,Allen's Hummingbird,Colibri d'Allen,Selasphorus sasin,Apodiformes,Trochilidae,Selasphorus,sasin
245,4360,Calliope Hummingbird,Colibri calliope,Selasphorus calliope,Apodiformes,Trochilidae,Selasphorus,calliope
230,4370,Lucifer Hummingbird,Colibri lucifer,Calothorax lucifer,Apodiformes,Trochilidae,Calothorax,lucifer
266,4390,Buff-bellied Hummingbird,Ariane du Yucatan,Amazilia yucatanensis,Apodiformes,Trochilidae,Amazilia,yucatanensis
268,4391,Violet-crowned Hummingbird,Ariane ‡ couronne violette,Amazilia violiceps,Apodiformes,Trochilidae,Amazilia,violiceps
244,4402,unid. hummingbird,unid Colibri sp.,Trochilid sp.,Apodiformes,Trochilidae,Trochilid,sp.
250,4410,Broad-billed Hummingbird,Colibri circÈ,Cynanthus latirostris,Apodiformes,Trochilidae,Cynanthus,latirostris
859,4411,Rose-throated Becard,BÈcarde ‡ gorge rose,Pachyramphus aglaiae,Passeriformes,Tityridae,Pachyramphus,aglaiae
908,4420,Fork-tailed Flycatcher,Tyran des savanes,Tyrannus savana,Passeriformes,Tyrannidae,Tyrannus,savana
907,4430,Scissor-tailed Flycatcher,Tyran ‡ longue queue,Tyrannus forficatus,Passeriformes,Tyrannidae,Tyrannus,forficatus
904,4440,Eastern Kingbird,Tyran tritri,Tyrannus tyrannus,Passeriformes,Tyrannidae,Tyrannus,tyrannus
903,4447,unid. Cassin's Kingbird / Western Kingbird,unid Tyran de Cassin / Tyran de l'Ouest,Tyrannus vociferans / verticalis,Passeriformes,Tyrannidae,Tyrannus,vociferans / verticalis
905,4450,Gray Kingbird,Tyran gris,Tyrannus dominicensis,Passeriformes,Tyrannidae,Tyrannus,dominicensis
901,4451,Thick-billed Kingbird,Tyran ‡ bec Èpais,Tyrannus crassirostris,Passeriformes,Tyrannidae,Tyrannus,crassirostris
897,4460,Tropical Kingbird,Tyran mÈlancolique,Tyrannus melancholicus,Passeriformes,Tyrannidae,Tyrannus,melancholicus
898,4461,Couch's Kingbird,Tyran de Couch,Tyrannus couchii,Passeriformes,Tyrannidae,Tyrannus,couchii
899,4462,unid. Tropical Kingbird / Couch's Kingbird,unid Tyran mÈlancolique / Tyran de Couch,Tyrannus melancholicus / couchii,Passeriformes,Tyrannidae,Tyrannus,melancholicus / couchii
902,4470,Western Kingbird,Tyran de l'Ouest,Tyrannus verticalis,Passeriformes,Tyrannidae,Tyrannus,verticalis
900,4480,Cassin's Kingbird,Tyran de Cassin,Tyrannus vociferans,Passeriformes,Tyrannidae,Tyrannus,vociferans
889,4490,Great Kiskadee,Tyran quiquivi,Pitangus sulphuratus,Passeriformes,Tyrannidae,Pitangus,sulphuratus
893,4510,Sulphur-bellied Flycatcher,Tyran tigrÈ,Myiodynastes luteiventris,Passeriformes,Tyrannidae,Myiodynastes,luteiventris
885,4520,Great Crested Flycatcher,Tyran huppÈ,Myiarchus crinitus,Passeriformes,Tyrannidae,Myiarchus,crinitus
886,4530,Brown-crested Flycatcher,Tyran de Wied,Myiarchus tyrannulus,Passeriformes,Tyrannidae,Myiarchus,tyrannulus
883,4540,Ash-throated Flycatcher,Tyran ‡ gorge cendrÈe,Myiarchus cinerascens,Passeriformes,Tyrannidae,Myiarchus,cinerascens
882,4550,Dusky-capped Flycatcher,Tyran oliv‚tre,Myiarchus tuberculifer,Passeriformes,Tyrannidae,Myiarchus,tuberculifer
937,4560,Eastern Phoebe,Moucherolle phÈbi,Sayornis phoebe,Passeriformes,Tyrannidae,Sayornis,phoebe
938,4570,Say's Phoebe,Moucherolle ‡ ventre roux,Sayornis saya,Passeriformes,Tyrannidae,Sayornis,saya
936,4580,Black Phoebe,Moucherolle noir,Sayornis nigricans,Passeriformes,Tyrannidae,Sayornis,nigricans
912,4590,Olive-sided Flycatcher,Moucherolle ‡ cÙtÈs olive,Contopus cooperi,Passeriformes,Tyrannidae,Contopus,cooperi
913,4600,Greater Pewee,Moucherolle de Coues,Contopus pertinax,Passeriformes,Tyrannidae,Contopus,pertinax
915,4610,Eastern Wood-Pewee,Pioui de l'Est,Contopus virens,Passeriformes,Tyrannidae,Contopus,virens
914,4620,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,Passeriformes,Tyrannidae,Contopus,sordidulus
918,4630,Yellow-bellied Flycatcher,Moucherolle ‡ ventre jaune,Empidonax flaviventris,Passeriformes,Tyrannidae,Empidonax,flaviventris
931,4640,Cordilleran Flycatcher,Moucherolle des ravins,Empidonax occidentalis,Passeriformes,Tyrannidae,Empidonax,occidentalis
930,4641,Pacific-slope Flycatcher,Moucherolle cÙtier,Empidonax difficilis,Passeriformes,Tyrannidae,Empidonax,difficilis
932,4642,unid. Cordilleran / Pacific-slope Flycatcher,unid Moucherolle cÙtier / Moucherolle des ravins,Empidonax difficilis / occidentalis,Passeriformes,Tyrannidae,Empidonax,difficilis / occidentalis
919,4650,Acadian Flycatcher,Moucherolle vert,Empidonax virescens,Passeriformes,Tyrannidae,Empidonax,virescens
921,4660,Willow Flycatcher,Moucherolle des saules,Empidonax traillii,Passeriformes,Tyrannidae,Empidonax,traillii
920,4661,Alder Flycatcher,Moucherolle des aulnes,Empidonax alnorum,Passeriformes,Tyrannidae,Empidonax,alnorum
922,4665,unid. Alder Flycatcher / Willow Flycatcher,unid Moucherolle des aulnes / des saules,Empidonax alnorum / traillii,Passeriformes,Tyrannidae,Empidonax,alnorum / traillii
924,4670,Least Flycatcher,Moucherolle tchÈbec,Empidonax minimus,Passeriformes,Tyrannidae,Empidonax,minimus
935,4679,unid. Empidonax flycatcher,unid Empidonax sp.,Empidonax sp.,Passeriformes,Tyrannidae,Empidonax,sp.
925,4680,Hammond's Flycatcher,Moucherolle de Hammond,Empidonax hammondii,Passeriformes,Tyrannidae,Empidonax,hammondii
928,4689,unid. Hammond's Flycatcher / Dusky Flycatcher,unid Moucherolle Hammond's / Moucherolle Dusky,Empidonax hammondii / oberholseri,Passeriformes,Tyrannidae,Empidonax,hammondii / oberholseri
927,4690,Dusky Flycatcher,Moucherolle sombre,Empidonax oberholseri,Passeriformes,Tyrannidae,Empidonax,oberholseri
926,4691,Gray Flycatcher,Moucherolle gris,Empidonax wrightii,Passeriformes,Tyrannidae,Empidonax,wrightii
934,4700,Buff-breasted Flycatcher,Moucherolle beige,Empidonax fulvifrons,Passeriformes,Tyrannidae,Empidonax,fulvifrons
939,4710,Vermilion Flycatcher,Moucherolle vermillon,Pyrocephalus rubinus,Passeriformes,Tyrannidae,Pyrocephalus,rubinus
872,4720,Northern Beardless-Tyrannulet,Tyranneau imberbe,Camptostoma imberbe,Passeriformes,Tyrannidae,Camptostoma,imberbe
1011,4730,Eurasian Skylark,Alouette des champs,Alauda arvensis,Passeriformes,Alaudidae,Alauda,arvensis
1012,4740,Horned Lark,Alouette hausse-col,Eremophila alpestris,Passeriformes,Alaudidae,Eremophila,alpestris
998,4750,Black-billed Magpie,Pie d'AmÈrique,Pica hudsonia,Passeriformes,Corvidae,Pica,hudsonia
999,4760,Yellow-billed Magpie,Pie ‡ bec jaune,Pica nuttalli,Passeriformes,Corvidae,Pica,nuttalli
988,4770,Blue Jay,Geai bleu,Cyanocitta cristata,Passeriformes,Corvidae,Cyanocitta,cristata
987,4780,Steller's Jay,Geai de Steller,Cyanocitta stelleri,Passeriformes,Corvidae,Cyanocitta,stelleri
989,4790,Florida Scrub-Jay,Geai ‡ gorge blanche,Aphelocoma coerulescens,Passeriformes,Corvidae,Aphelocoma,coerulescens
993,4810,unid. California Scrub-Jay / Woodhouse's Scrub-Jay,unid Geai buissonnier / Geai de Woodhouse,Aphelocoma californica / woodhouseii,Passeriformes,Corvidae,Aphelocoma,californica / woodhouseii
990,4811,Island Scrub-Jay,Geai de Santa Cruz,Aphelocoma insularis,Passeriformes,Corvidae,Aphelocoma,insularis
991,4812,California Scrub-Jay,Geai buissonnier,Aphelocoma californica,Passeriformes,Corvidae,Aphelocoma,californica
992,4813,Woodhouse's Scrub-Jay,Geai de Woodhouse,Aphelocoma woodhouseii,Passeriformes,Corvidae,Aphelocoma,woodhouseii
995,4820,Mexican Jay,Geai du Mexique,Aphelocoma wollweberi,Passeriformes,Corvidae,Aphelocoma,wollweberi
982,4830,Green Jay,Geai vert,Cyanocorax yncas,Passeriformes,Corvidae,Cyanocorax,yncas
973,4840,Canada Jay,MÈsangeai du Canada,Perisoreus canadensis,Passeriformes,Corvidae,Perisoreus,canadensis
1009,4860,Common Raven,Grand Corbeau,Corvus corax,Passeriformes,Corvidae,Corvus,corax
1010,4865,unid. Chihuahuan Raven / Common Raven,unid Grand Corbeau / Corbeau ‡ cou blanc,Corvus cryptoleucus / corax,Passeriformes,Corvidae,Corvus,cryptoleucus / corax
1008,4870,Chihuahuan Raven,Corbeau ‡ cou blanc,Corvus cryptoleucus,Passeriformes,Corvidae,Corvus,cryptoleucus
1001,4880,American Crow,Corneille d'AmÈrique,Corvus brachyrhynchos,Passeriformes,Corvidae,Corvus,brachyrhynchos
1006,4881,unid. American Crow / Fish Crow,unid Corneille d'AmÈrique / Corneille de rivage,Corvus brachyrhynchos / ossifragus,Passeriformes,Corvidae,Corvus,brachyrhynchos / ossifragus
1007,4882,unid. American Crow / Northwestern Crow,unid Corneille d'AmÈrique / Corneille d'Alaska,Corvus brachyrhynchos / caurinus,Passeriformes,Corvidae,Corvus,brachyrhynchos / caurinus
1002,4890,Northwestern Crow,Corneille d'Alaska,Corvus caurinus,Passeriformes,Corvidae,Corvus,caurinus
1005,4900,Fish Crow,Corneille de rivage,Corvus ossifragus,Passeriformes,Corvidae,Corvus,ossifragus
997,4910,Clark's Nutcracker,Cassenoix d'AmÈrique,Nucifraga columbiana,Passeriformes,Corvidae,Nucifraga,columbiana
986,4920,Pinyon Jay,Geai des pinËdes,Gymnorhinus cyanocephalus,Passeriformes,Corvidae,Gymnorhinus,cyanocephalus
1186,4930,European Starling,…tourneau sansonnet,Sturnus vulgaris,Passeriformes,Sturnidae,Sturnus,vulgaris
1187,4932,Common Myna,Martin triste,Acridotheres tristis,Passeriformes,Sturnidae,Acridotheres,tristis
1345,4940,Bobolink,Goglu des prÈs,Dolichonyx oryzivorus,Passeriformes,Icteridae,Dolichonyx,oryzivorus
1376,4950,Brown-headed Cowbird,Vacher ‡ tÍte brune,Molothrus ater,Passeriformes,Icteridae,Molothrus,ater
1377,4955,unid. Bronzed Cowbird / Brown-headed Cowbird,unid Vacher bronzÈ / ‡ tÍte brune,Molothrus aeneus / ater,Passeriformes,Icteridae,Molothrus,aeneus / ater
1375,4960,Bronzed Cowbird,Vacher bronzÈ,Molothrus aeneus,Passeriformes,Icteridae,Molothrus,aeneus
1374,4961,Shiny Cowbird,Vacher luisant,Molothrus bonariensis,Passeriformes,Icteridae,Molothrus,bonariensis
1344,4970,Yellow-headed Blackbird,Carouge ‡ tÍte jaune,Xanthocephalus xanthocephalus,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus
1371,4980,Red-winged Blackbird,Carouge ‡ Èpaulettes,Agelaius phoeniceus,Passeriformes,Icteridae,Agelaius,phoeniceus
1372,5000,Tricolored Blackbird,Carouge de Californie,Agelaius tricolor,Passeriformes,Icteridae,Agelaius,tricolor
1346,5010,Eastern Meadowlark,Sturnelle des prÈs,Sturnella magna,Passeriformes,Icteridae,Sturnella,magna
1347,5011,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,Passeriformes,Icteridae,Sturnella,neglecta
1348,5012,unid. Eastern Meadowlark / Western Meadowlark,unid Sturnelle des prÈs / Sturnelle de l'Ouest,Sturnella magna / neglecta,Passeriformes,Icteridae,Sturnella,magna / neglecta
1365,5030,Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,Passeriformes,Icteridae,Icterus,graduacauda
1364,5031,Altamira Oriole,Oriole ‡ gros bec,Icterus gularis,Passeriformes,Icteridae,Icterus,gularis
1363,5032,Spot-breasted Oriole,Oriole maculÈ,Icterus pectoralis,Passeriformes,Icteridae,Icterus,pectoralis
1370,5040,Scott's Oriole,Oriole jaune-verd‚tre,Icterus parisorum,Passeriformes,Icteridae,Icterus,parisorum
1357,5050,Hooded Oriole,Oriole masquÈ,Icterus cucullatus,Passeriformes,Icteridae,Icterus,cucullatus
1356,5060,Orchard Oriole,Oriole des vergers,Icterus spurius,Passeriformes,Icteridae,Icterus,spurius
1366,5070,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,Passeriformes,Icteridae,Icterus,galbula
1368,5077,unid. Bullock's Oriole / Baltimore Oriole,unid Oriole de Baltimore / Oriole de Bullock's,Icterus bullockii / galbula,Passeriformes,Icteridae,Icterus,bullockii / galbula
1367,5078,hybrid Bullock's Oriole x Baltimore Oriole,hybride Oriole de Baltimore x Oriole de Bullock's,Icterus bullockii x galbula,Passeriformes,Icteridae,Icterus,bullockii x galbula
1361,5080,Bullock's Oriole,Oriole de Bullock,Icterus bullockii,Passeriformes,Icteridae,Icterus,bullockii
1380,5090,Rusty Blackbird,Quiscale rouilleux,Euphagus carolinus,Passeriformes,Icteridae,Euphagus,carolinus
1381,5100,Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,Passeriformes,Icteridae,Euphagus,cyanocephalus
1382,5110,Common Grackle,Quiscale bronzÈ,Quiscalus quiscula,Passeriformes,Icteridae,Quiscalus,quiscula
1384,5120,Great-tailed Grackle,Quiscale ‡ longue queue,Quiscalus mexicanus,Passeriformes,Icteridae,Quiscalus,mexicanus
1383,5130,Boat-tailed Grackle,Quiscale des marais,Quiscalus major,Passeriformes,Icteridae,Quiscalus,major
1385,5135,unid. Boat-tailed Grackle / Great-tailed Grackle,unid Quiscale des marais / Quiscale ‡ longue queue,Quiscalus major / mexicanus,Passeriformes,Icteridae,Quiscalus,major / mexicanus
1221,5140,Evening Grosbeak,Gros-bec errant,Coccothraustes vespertinus,Passeriformes,Fringillidae,Coccothraustes,vespertinus
1224,5150,Pine Grosbeak,Durbec des sapins,Pinicola enucleator,Passeriformes,Fringillidae,Pinicola,enucleator
1231,5170,Purple Finch,Roselin pourprÈ,Haemorhous purpureus,Passeriformes,Fringillidae,Haemorhous,purpureus
1232,5180,Cassin's Finch,Roselin de Cassin,Haemorhous cassinii,Passeriformes,Fringillidae,Haemorhous,cassinii
1230,5190,House Finch,Roselin familier,Haemorhous mexicanus,Passeriformes,Fringillidae,Haemorhous,mexicanus
1233,5195,unid. Purple Finch / Cassin's Finch / House Finch,unid Roselin pourprÈ / de Cassin / familier,Carpodacus purpureus / cassinii / mexicanus,Passeriformes,Fringillidae,Carpodacus,purpureus / cassinii / mexicanus
1239,5210,Red Crossbill,Bec-croisÈ des sapins,Loxia curvirostra,Passeriformes,Fringillidae,Loxia,curvirostra
1241,5212,Unid. Cassia Crossbill / Red Crossbill,Unid Bec-croisÈ de l'Idaho / des sapins,Loxia sinesciuris / curvirostra,Passeriformes,Fringillidae,Loxia,sinesciuris / curvirostra
1242,5220,White-winged Crossbill,Bec-croisÈ bifasciÈ,Loxia leucoptera,Passeriformes,Fringillidae,Loxia,leucoptera
1243,5225,unid. Red Crossbill / White-winged Crossbill,unid Bec-croisÈ des sapins / Bec-croisÈ bifasciÈ,Loxia curvirostra / leucoptera,Passeriformes,Fringillidae,Loxia,curvirostra / leucoptera
1227,5240,Gray-crowned Rosy-Finch,Roselin ‡ tÍte grise,Leucosticte tephrocotis,Passeriformes,Fringillidae,Leucosticte,tephrocotis
1228,5250,Black Rosy-Finch,Roselin noir,Leucosticte atrata,Passeriformes,Fringillidae,Leucosticte,atrata
1229,5260,Brown-capped Rosy-Finch,Roselin ‡ tÍte brune,Leucosticte australis,Passeriformes,Fringillidae,Leucosticte,australis
1244,5261,European Goldfinch,Chardonneret ÈlÈgant,Carduelis carduelis,Passeriformes,Fringillidae,Carduelis,carduelis
1237,5270,Hoary Redpoll,Sizerin blanch‚tre,Acanthis hornemanni,Passeriformes,Fringillidae,Acanthis,hornemanni
1238,5275,unid. Common Redpoll / Hoary Redpoll,unid Sizerin flame / Sizerin blanch‚tre,Carduelis flammea / hornemanni,Passeriformes,Fringillidae,Carduelis,flammea / hornemanni
1236,5280,Common Redpoll,Sizerin flammÈ,Acanthis flammea,Passeriformes,Fringillidae,Acanthis,flammea
1251,5290,American Goldfinch,Chardonneret jaune,Spinus tristis,Passeriformes,Fringillidae,Spinus,tristis
1249,5300,Lesser Goldfinch,Chardonneret mineur,Spinus psaltria,Passeriformes,Fringillidae,Spinus,psaltria
1250,5310,Lawrence's Goldfinch,Chardonneret gris,Spinus lawrencei,Passeriformes,Fringillidae,Spinus,lawrencei
1246,5330,Pine Siskin,Tarin des pins,Spinus pinus,Passeriformes,Fringillidae,Spinus,pinus
1256,5340,Snow Bunting,Plectrophane des neiges,Plectrophenax nivalis,Passeriformes,Calcariidae,Plectrophenax,nivalis
1252,5360,Lapland Longspur,Plectrophane lapon,Calcarius lapponicus,Passeriformes,Calcariidae,Calcarius,lapponicus
1254,5370,Smith's Longspur,Plectrophane de Smith,Calcarius pictus,Passeriformes,Calcariidae,Calcarius,pictus
1253,5380,Chestnut-collared Longspur,Plectrophane ‡ ventre noir,Calcarius ornatus,Passeriformes,Calcariidae,Calcarius,ornatus
1255,5390,McCown's Longspur,Plectrophane de McCown,Rhynchophanes mccownii,Passeriformes,Calcariidae,Rhynchophanes,mccownii
1313,5400,Vesper Sparrow,Bruant vespÈral,Pooecetes gramineus,Passeriformes,Passerellidae,Pooecetes,gramineus
1320,5420,Savannah Sparrow,Bruant des prÈs,Passerculus sandwichensis,Passeriformes,Passerellidae,Passerculus,sandwichensis
1318,5450,Baird's Sparrow,Bruant de Baird,Centronyx bairdii,Passeriformes,Passerellidae,Centronyx,bairdii
1277,5460,Grasshopper Sparrow,Bruant sauterelle,Ammodramus savannarum,Passeriformes,Passerellidae,Ammodramus,savannarum
1319,5470,Henslow's Sparrow,Bruant de Henslow,Centronyx henslowii,Passeriformes,Passerellidae,Centronyx,henslowii
1314,5480,LeConte's Sparrow,Bruant de LeConte,Ammospiza leconteii,Passeriformes,Passerellidae,Ammospiza,leconteii
1317,5490,Saltmarsh Sparrow,Bruant ‡ queue aiguÎ,Ammospiza caudacuta,Passeriformes,Passerellidae,Ammospiza,caudacuta
1316,5491,Nelson's Sparrow,Bruant de Nelson,Ammospiza nelsoni,Passeriformes,Passerellidae,Ammospiza,nelsoni
1315,5500,Seaside Sparrow,Bruant maritime,Ammospiza maritima,Passeriformes,Passerellidae,Ammospiza,maritima
1282,5520,Lark Sparrow,Bruant ‡ joues marron,Chondestes grammacus,Passeriformes,Passerellidae,Chondestes,grammacus
1307,5530,Harris's Sparrow,Bruant ‡ face noire,Zonotrichia querula,Passeriformes,Passerellidae,Zonotrichia,querula
1305,5540,White-crowned Sparrow,Bruant ‡ couronne blanche,Zonotrichia leucophrys,Passeriformes,Passerellidae,Zonotrichia,leucophrys
1306,5570,Golden-crowned Sparrow,Bruant ‡ couronne dorÈe,Zonotrichia atricapilla,Passeriformes,Passerellidae,Zonotrichia,atricapilla
1308,5580,White-throated Sparrow,Bruant ‡ gorge blanche,Zonotrichia albicollis,Passeriformes,Passerellidae,Zonotrichia,albicollis
1294,5590,American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,Passeriformes,Passerellidae,Spizelloides,arborea
1284,5600,Chipping Sparrow,Bruant familier,Spizella passerina,Passeriformes,Passerellidae,Spizella,passerina
1285,5610,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,Passeriformes,Passerellidae,Spizella,pallida
1288,5620,Brewer's Sparrow,Bruant de Brewer,Spizella breweri,Passeriformes,Passerellidae,Spizella,breweri
1287,5630,Field Sparrow,Bruant des champs,Spizella pusilla,Passeriformes,Passerellidae,Spizella,pusilla
1286,5650,Black-chinned Sparrow,Bruant ‡ menton noir,Spizella atrogularis,Passeriformes,Passerellidae,Spizella,atrogularis
